name: 5ddc25aa-98ea-4628-9176-24ad7aab3d21 num_items: 32
token, class_id, token_value, token_tf, token_df
representative_patches, bigrams, 7.594616181449965e-05, 9.0, 2.0
settings_generative, bigrams, 1.6876925656106323e-05, 2.0, 2.0
capabilities_clinical, bigrams, 1.6876925656106323e-05, 2.0, 2.0
various_downstream, bigrams, 1.6876925656106323e-05, 2.0, 2.0
another_major, bigrams, 1.6876925656106323e-05, 2.0, 2.0
submucosa, text, 1.687236908765044e-05, 2.0, 2.0
stateof-the-art, text, 2.530855272198096e-05, 3.0, 3.0
embedding_extracted, bigrams, 1.6876925656106323e-05, 2.0, 2.0
large_volumes, bigrams, 1.6876925656106323e-05, 2.0, 2.0
has_led, bigrams, 1.6876925656106323e-05, 2.0, 2.0
synthetic_pathology, bigrams, 5.063077333034016e-05, 6.0, 2.0
sacrificing, text, 3.374473817530088e-05, 4.0, 3.0
adaptation_lora, bigrams, 2.531538666517008e-05, 3.0, 2.0
applied_pathology, bigrams, 3.3753851312212646e-05, 4.0, 3.0
conditional_control, bigrams, 1.6876925656106323e-05, 2.0, 2.0
uni_gigapath, bigrams, 6.750770262442529e-05, 8.0, 2.0
tumor_subtypes, bigrams, 3.3753851312212646e-05, 4.0, 2.0
have_rapidly, bigrams, 1.6876925656106323e-05, 2.0, 2.0
under_review, bigrams, 2.531538666517008e-05, 3.0, 2.0
emerging_field, bigrams, 1.6876925656106323e-05, 2.0, 2.0
truth_gene, bigrams, 2.531538666517008e-05, 3.0, 2.0
diffusion_generative, bigrams, 0.0001518923236289993, 18.0, 3.0
alliance, text, 1.687236908765044e-05, 2.0, 2.0
nuclei, text, 0.0009701612289063632, 115.0, 15.0
inability, text, 2.530855272198096e-05, 3.0, 3.0
trend, text, 5.061710544396192e-05, 6.0, 4.0
mpp, text, 4.21809236286208e-05, 5.0, 2.0
finding, text, 0.00010123421088792384, 12.0, 6.0
autoencoder, text, 0.0002446493599563837, 29.0, 8.0
completely, text, 1.687236908765044e-05, 2.0, 2.0
pre-existing, text, 2.530855272198096e-05, 3.0, 3.0
likelihood, text, 4.21809236286208e-05, 5.0, 4.0
maintained, text, 2.530855272198096e-05, 3.0, 2.0
step-by-step, text, 2.530855272198096e-05, 3.0, 2.0
demonstration, text, 1.687236908765044e-05, 2.0, 2.0
deals, text, 1.687236908765044e-05, 2.0, 2.0
undermine, text, 1.687236908765044e-05, 2.0, 2.0
regulatory, text, 4.21809236286208e-05, 5.0, 3.0
strict, text, 2.530855272198096e-05, 3.0, 2.0
few-shot_learners, bigrams, 1.6876925656106323e-05, 2.0, 2.0
striking, text, 2.530855272198096e-05, 3.0, 3.0
bridging, text, 4.21809236286208e-05, 5.0, 3.0
testing_each, bigrams, 1.6876925656106323e-05, 2.0, 2.0
noised, text, 3.374473817530088e-05, 4.0, 3.0
lide, text, 1.687236908765044e-05, 2.0, 2.0
future_works, bigrams, 2.531538666517008e-05, 3.0, 2.0
ability_outperform, bigrams, 1.6876925656106323e-05, 2.0, 2.0
training_virtual, bigrams, 1.6876925656106323e-05, 2.0, 2.0
demonstrates_potential, bigrams, 1.6876925656106323e-05, 2.0, 2.0
plip_huang, bigrams, 3.3753851312212646e-05, 4.0, 3.0
mitosis, text, 2.530855272198096e-05, 3.0, 3.0
uni_chen, bigrams, 5.063077333034016e-05, 6.0, 4.0
enhancing_diversity, bigrams, 1.6876925656106323e-05, 2.0, 2.0
foundation_histopathology, bigrams, 2.531538666517008e-05, 3.0, 3.0
limitations_future, bigrams, 1.6876925656106323e-05, 2.0, 2.0
unified_representations, bigrams, 1.6876925656106323e-05, 2.0, 2.0
implement, text, 0.0001265427708858624, 15.0, 11.0
extracted_features, bigrams, 7.594616181449965e-05, 9.0, 5.0
iterative_refinement, bigrams, 1.6876925656106323e-05, 2.0, 2.0
detailed_cellular, bigrams, 2.531538666517008e-05, 3.0, 2.0
achieve_superior, bigrams, 1.6876925656106323e-05, 2.0, 2.0
query, text, 0.0003374473890289664, 40.0, 11.0
wasserstein, text, 1.687236908765044e-05, 2.0, 2.0
quality_more, bigrams, 1.6876925656106323e-05, 2.0, 2.0
evidence, text, 0.0002530855417717248, 30.0, 10.0
lizhenhui_kmmu, bigrams, 1.6876925656106323e-05, 2.0, 2.0
handling_various, bigrams, 1.6876925656106323e-05, 2.0, 2.0
situations, text, 2.530855272198096e-05, 3.0, 3.0
relative_performance, bigrams, 2.531538666517008e-05, 3.0, 2.0
synthesize_images, bigrams, 1.6876925656106323e-05, 2.0, 2.0
biological_contexts, bigrams, 2.531538666517008e-05, 3.0, 2.0
additionally_incorporate, bigrams, 1.6876925656106323e-05, 2.0, 2.0
luad_comparison, bigrams, 1.6876925656106323e-05, 2.0, 2.0
let_set, bigrams, 2.531538666517008e-05, 3.0, 2.0
peoples, text, 1.687236908765044e-05, 2.0, 2.0
winter_applications, bigrams, 4.219231414026581e-05, 5.0, 3.0
synthesized, text, 3.374473817530088e-05, 4.0, 4.0
hierarchical_attention, bigrams, 1.6876925656106323e-05, 2.0, 2.0
efficientnetb_pavg, bigrams, 2.531538666517008e-05, 3.0, 2.0
diverse_clinical, bigrams, 1.6876925656106323e-05, 2.0, 2.0
resolution_generated, bigrams, 1.6876925656106323e-05, 2.0, 2.0
usual, text, 3.374473817530088e-05, 4.0, 3.0
non-small_cell, bigrams, 4.219231414026581e-05, 5.0, 3.0
patch_tokens, bigrams, 6.750770262442529e-05, 8.0, 4.0
highlighted_bold, bigrams, 8.438462828053162e-05, 10.0, 3.0
support, text, 0.0004555539635475725, 54.0, 20.0
sort, text, 1.687236908765044e-05, 2.0, 2.0
demands, text, 0.00015185131633188576, 18.0, 8.0
text_condition, bigrams, 1.6876925656106323e-05, 2.0, 2.0
image_generated, bigrams, 2.531538666517008e-05, 3.0, 2.0
fake_real, bigrams, 1.6876925656106323e-05, 2.0, 2.0
control_image, bigrams, 4.219231414026581e-05, 5.0, 2.0
interest, text, 0.00020246842177584767, 24.0, 16.0
each_specimen, bigrams, 3.3753851312212646e-05, 4.0, 2.0
ddpm_sampling, bigrams, 4.219231414026581e-05, 5.0, 2.0
framework_implemented, bigrams, 1.6876925656106323e-05, 2.0, 2.0
decoder-only, text, 1.687236908765044e-05, 2.0, 2.0
however_many, bigrams, 1.6876925656106323e-05, 2.0, 2.0
generative_histopathology, bigrams, 2.531538666517008e-05, 3.0, 2.0
maintaining_high, bigrams, 3.3753851312212646e-05, 4.0, 3.0
particularly_valuable, bigrams, 1.6876925656106323e-05, 2.0, 2.0
illustrates, text, 0.00010967039997922257, 13.0, 10.0
consists_image, bigrams, 1.6876925656106323e-05, 2.0, 2.0
assess_generalization, bigrams, 1.6876925656106323e-05, 2.0, 2.0
stahl, text, 3.374473817530088e-05, 4.0, 2.0
rare_cancer, bigrams, 4.219231414026581e-05, 5.0, 3.0
provided_supplementary, bigrams, 3.3753851312212646e-05, 4.0, 3.0
assessed_performance, bigrams, 2.531538666517008e-05, 3.0, 3.0
cosine_similarity, bigrams, 0.00010126154666068032, 12.0, 7.0
morphological_molecular, bigrams, 1.6876925656106323e-05, 2.0, 2.0
levels_noise, bigrams, 1.6876925656106323e-05, 2.0, 2.0
have_developed, bigrams, 1.6876925656106323e-05, 2.0, 2.0
pathology-focused, text, 1.687236908765044e-05, 2.0, 2.0
required_computational, bigrams, 1.6876925656106323e-05, 2.0, 2.0
robin_rombach, bigrams, 2.531538666517008e-05, 3.0, 3.0
junjie, text, 1.687236908765044e-05, 2.0, 2.0
quality_resolution, bigrams, 2.531538666517008e-05, 3.0, 3.0
roi, text, 0.0002446493599563837, 29.0, 6.0
eneration, text, 2.530855272198096e-05, 3.0, 2.0
patch_size, bigrams, 0.0002362769446335733, 28.0, 6.0
cv_mar, bigrams, 1.6876925656106323e-05, 2.0, 2.0
input_sequence, bigrams, 5.9069236158393323e-05, 7.0, 6.0
rotation, text, 4.21809236286208e-05, 5.0, 5.0
mean_auc, bigrams, 1.6876925656106323e-05, 2.0, 2.0
evaluating_image, bigrams, 3.3753851312212646e-05, 4.0, 3.0
tissue_origin, bigrams, 0.00010126154666068032, 12.0, 2.0
process_shown, bigrams, 1.6876925656106323e-05, 2.0, 2.0
accurately_reconstruct, bigrams, 1.6876925656106323e-05, 2.0, 2.0
specifically_given, bigrams, 2.531538666517008e-05, 3.0, 3.0
images_combined, bigrams, 1.6876925656106323e-05, 2.0, 2.0
patchgastricadc, text, 0.00013497895270120353, 16.0, 5.0
jingren, text, 1.687236908765044e-05, 2.0, 2.0
two_dierent, bigrams, 6.750770262442529e-05, 8.0, 2.0
description_pathological, bigrams, 1.6876925656106323e-05, 2.0, 2.0
resulting_final, bigrams, 1.6876925656106323e-05, 2.0, 2.0
three_times, bigrams, 1.6876925656106323e-05, 2.0, 2.0
current_typically, bigrams, 1.6876925656106323e-05, 2.0, 2.0
domains, text, 0.00026152172358706594, 31.0, 17.0
published, text, 5.061710544396192e-05, 6.0, 4.0
evaluated_three, bigrams, 1.6876925656106323e-05, 2.0, 2.0
process_generating, bigrams, 1.6876925656106323e-05, 2.0, 2.0
imbalanced, text, 5.905329089728184e-05, 7.0, 4.0
pathology_recent, bigrams, 2.531538666517008e-05, 3.0, 2.0
aims_provide, bigrams, 1.6876925656106323e-05, 2.0, 2.0
three_sets, bigrams, 1.6876925656106323e-05, 2.0, 2.0
psnr_fid, bigrams, 7.594616181449965e-05, 9.0, 2.0
cross-attention_mechanism, bigrams, 1.6876925656106323e-05, 2.0, 2.0
easily_accessible, bigrams, 3.3753851312212646e-05, 4.0, 2.0
metastasis_detection, bigrams, 8.438462828053162e-05, 10.0, 2.0
encoder_resnet, bigrams, 1.6876925656106323e-05, 2.0, 2.0
comparisons_between, bigrams, 4.219231414026581e-05, 5.0, 3.0
features_making, bigrams, 1.6876925656106323e-05, 2.0, 2.0
studying, text, 1.687236908765044e-05, 2.0, 2.0
informatics, text, 3.374473817530088e-05, 4.0, 3.0
despite_being, bigrams, 3.3753851312212646e-05, 4.0, 3.0
metrics_despite, bigrams, 1.6876925656106323e-05, 2.0, 2.0
size_allows, bigrams, 1.6876925656106323e-05, 2.0, 2.0
images_control, bigrams, 1.6876925656106323e-05, 2.0, 2.0
augmented_random, bigrams, 1.6876925656106323e-05, 2.0, 2.0
generally, text, 9.279802907258272e-05, 11.0, 8.0
avoiding, text, 3.374473817530088e-05, 4.0, 4.0
structures_cellular, bigrams, 1.6876925656106323e-05, 2.0, 2.0
diagnostic_reasoning, bigrams, 4.219231414026581e-05, 5.0, 4.0
transport, text, 0.00011810658179456368, 14.0, 2.0
critical_accurate, bigrams, 1.6876925656106323e-05, 2.0, 2.0
spectrum, text, 0.00010123421088792384, 12.0, 6.0
images_exhibit, bigrams, 3.3753851312212646e-05, 4.0, 2.0
being_applied, bigrams, 1.6876925656106323e-05, 2.0, 2.0
designed_generate, bigrams, 1.6876925656106323e-05, 2.0, 2.0
high-quality_samples, bigrams, 2.531538666517008e-05, 3.0, 3.0
precision_recall, bigrams, 5.9069236158393323e-05, 7.0, 4.0
including_bleu, bigrams, 1.6876925656106323e-05, 2.0, 2.0
because_its, bigrams, 1.6876925656106323e-05, 2.0, 2.0
different_cell, bigrams, 1.6876925656106323e-05, 2.0, 2.0
most_suitable, bigrams, 1.6876925656106323e-05, 2.0, 2.0
aligned_contrastive, bigrams, 1.6876925656106323e-05, 2.0, 2.0
adaptable_across, bigrams, 1.6876925656106323e-05, 2.0, 2.0
anurag, text, 1.687236908765044e-05, 2.0, 2.0
notable_success, bigrams, 1.6876925656106323e-05, 2.0, 2.0
architectural, text, 0.00018559605814516544, 22.0, 7.0
image_restoration, bigrams, 7.594616181449965e-05, 9.0, 3.0
imaging_leading, bigrams, 1.6876925656106323e-05, 2.0, 2.0
accurate_assessment, bigrams, 1.6876925656106323e-05, 2.0, 2.0
technique_has, bigrams, 1.6876925656106323e-05, 2.0, 2.0
large-scale_image, bigrams, 2.531538666517008e-05, 3.0, 2.0
function_combines, bigrams, 2.531538666517008e-05, 3.0, 3.0
achieves_highest, bigrams, 4.219231414026581e-05, 5.0, 5.0
framework_produce, bigrams, 1.6876925656106323e-05, 2.0, 2.0
assess_image, bigrams, 5.063077333034016e-05, 6.0, 3.0
finetuned, text, 2.530855272198096e-05, 3.0, 2.0
ensure_clinical, bigrams, 1.6876925656106323e-05, 2.0, 2.0
therefore_robust, bigrams, 1.6876925656106323e-05, 2.0, 2.0
repaint, text, 4.21809236286208e-05, 5.0, 2.0
saarthak, text, 1.687236908765044e-05, 2.0, 2.0
images_key, bigrams, 1.6876925656106323e-05, 2.0, 2.0
evaluating_quality, bigrams, 1.6876925656106323e-05, 2.0, 2.0
sets_see, bigrams, 1.6876925656106323e-05, 2.0, 2.0
stain, text, 0.0014847684651613235, 176.0, 14.0
been_trained, bigrams, 2.531538666517008e-05, 3.0, 3.0
map, text, 0.00020246842177584767, 24.0, 13.0
images_high-resolution, bigrams, 3.3753851312212646e-05, 4.0, 2.0
evaluation_generated, bigrams, 2.531538666517008e-05, 3.0, 3.0
all_metrics, bigrams, 8.438462828053162e-05, 10.0, 5.0
remains_underexplored, bigrams, 1.6876925656106323e-05, 2.0, 2.0
patterns_within, bigrams, 1.6876925656106323e-05, 2.0, 2.0
approved, text, 1.687236908765044e-05, 2.0, 2.0
addressing_challenges, bigrams, 2.531538666517008e-05, 3.0, 2.0
images_histopathology, bigrams, 3.3753851312212646e-05, 4.0, 2.0
synthetic_generation, bigrams, 2.531538666517008e-05, 3.0, 2.0
augmentation_synthetic, bigrams, 1.6876925656106323e-05, 2.0, 2.0
lung, text, 0.0006917671416886151, 82.0, 15.0
computing_computer-assisted, bigrams, 4.219231414026581e-05, 5.0, 3.0
align, text, 0.00036275593447498977, 43.0, 17.0
depth, text, 5.061710544396192e-05, 6.0, 5.0
more_detail, bigrams, 1.6876925656106323e-05, 2.0, 2.0
exp_exp, bigrams, 5.063077333034016e-05, 6.0, 3.0
simply, text, 4.21809236286208e-05, 5.0, 4.0
patch_similarity, bigrams, 2.531538666517008e-05, 3.0, 2.0
specifically_designed, bigrams, 4.219231414026581e-05, 5.0, 3.0
image_particularly, bigrams, 1.6876925656106323e-05, 2.0, 2.0
human_perception, bigrams, 2.531538666517008e-05, 3.0, 2.0
perform_downstream, bigrams, 1.6876925656106323e-05, 2.0, 2.0
wsi_embeddings, bigrams, 1.6876925656106323e-05, 2.0, 2.0
further_support, bigrams, 1.6876925656106323e-05, 2.0, 2.0
more_effective, bigrams, 3.3753851312212646e-05, 4.0, 4.0
jmabq, text, 1.687236908765044e-05, 2.0, 2.0
comparing_generated, bigrams, 1.6876925656106323e-05, 2.0, 2.0
great_success, bigrams, 1.6876925656106323e-05, 2.0, 2.0
between_generator, bigrams, 2.531538666517008e-05, 3.0, 3.0
adversarial_training, bigrams, 3.3753851312212646e-05, 4.0, 3.0
measurement, text, 2.530855272198096e-05, 3.0, 3.0
challenges_gigapixel, bigrams, 1.6876925656106323e-05, 2.0, 2.0
zoom, text, 5.061710544396192e-05, 6.0, 4.0
stitching, text, 2.530855272198096e-05, 3.0, 2.0
image_domain, bigrams, 1.6876925656106323e-05, 2.0, 2.0
improvement_compared, bigrams, 2.531538666517008e-05, 3.0, 3.0
loss_adam, bigrams, 1.6876925656106323e-05, 2.0, 2.0
beatrice_knudsen, bigrams, 4.219231414026581e-05, 5.0, 2.0
earlier, text, 6.748947635060176e-05, 8.0, 7.0
crowson, text, 1.687236908765044e-05, 2.0, 2.0
incorporates_both, bigrams, 2.531538666517008e-05, 3.0, 2.0
reports_gigapixel, bigrams, 2.531538666517008e-05, 3.0, 2.0
barbieri_faisal, bigrams, 1.6876925656106323e-05, 2.0, 2.0
generating_evaluating, bigrams, 1.6876925656106323e-05, 2.0, 2.0
descriptive_text, bigrams, 9.282308747060597e-05, 11.0, 3.0
often_struggle, bigrams, 2.531538666517008e-05, 3.0, 3.0
techniques_enhance, bigrams, 1.6876925656106323e-05, 2.0, 2.0
scanner, text, 5.061710544396192e-05, 6.0, 4.0
vast_amounts, bigrams, 1.6876925656106323e-05, 2.0, 2.0
comprehensive_quality, bigrams, 1.6876925656106323e-05, 2.0, 2.0
tumour_morphology, bigrams, 1.6876925656106323e-05, 2.0, 2.0
transformer_blocks, bigrams, 4.219231414026581e-05, 5.0, 4.0
health, text, 0.00021934079995844513, 26.0, 11.0
necessarily, text, 7.592565816594288e-05, 9.0, 5.0
responsibility, text, 3.374473817530088e-05, 4.0, 3.0
blurriness, text, 1.687236908765044e-05, 2.0, 2.0
preserved, text, 4.21809236286208e-05, 5.0, 4.0
rectangular, text, 2.530855272198096e-05, 3.0, 3.0
observe, text, 0.00019403223996050656, 23.0, 11.0
older, text, 1.687236908765044e-05, 2.0, 2.0
multi-scale, text, 0.00022777698177378625, 27.0, 6.0
classification_specific, bigrams, 1.6876925656106323e-05, 2.0, 2.0
fix, text, 1.687236908765044e-05, 2.0, 2.0
padding, text, 2.530855272198096e-05, 3.0, 2.0
niqe, text, 2.530855272198096e-05, 3.0, 2.0
rationale, text, 5.061710544396192e-05, 6.0, 2.0
rated, text, 6.748947635060176e-05, 8.0, 3.0
radius, text, 4.21809236286208e-05, 5.0, 2.0
distortion, text, 0.00010123421088792384, 12.0, 5.0
repeated, text, 5.061710544396192e-05, 6.0, 2.0
resembles, text, 1.687236908765044e-05, 2.0, 2.0
qualities, text, 2.530855272198096e-05, 3.0, 3.0
paramount, text, 1.687236908765044e-05, 2.0, 2.0
technical, text, 0.0002446493599563837, 29.0, 12.0
equation, text, 3.374473817530088e-05, 4.0, 3.0
average_c-index, bigrams, 4.219231414026581e-05, 5.0, 3.0
form, text, 0.00019403223996050656, 23.0, 14.0
denoiser, text, 1.687236908765044e-05, 2.0, 2.0
sophisticated, text, 8.43618472572416e-05, 10.0, 7.0
accepted, text, 2.530855272198096e-05, 3.0, 3.0
token_prediction, bigrams, 2.531538666517008e-05, 3.0, 2.0
dual-stage, text, 2.530855272198096e-05, 3.0, 2.0
specifies, text, 2.530855272198096e-05, 3.0, 3.0
restores, text, 1.687236908765044e-05, 2.0, 2.0
resizing, text, 4.21809236286208e-05, 5.0, 3.0
assesses, text, 4.21809236286208e-05, 5.0, 3.0
utility, text, 0.00019403223996050656, 23.0, 9.0
begun, text, 2.530855272198096e-05, 3.0, 3.0
edges, text, 4.21809236286208e-05, 5.0, 3.0
latter_two, bigrams, 1.6876925656106323e-05, 2.0, 2.0
corner, text, 5.061710544396192e-05, 6.0, 3.0
cascaded, text, 6.748947635060176e-05, 8.0, 4.0
score-based, text, 5.905329089728184e-05, 7.0, 3.0
prad, text, 0.00015185131633188576, 18.0, 2.0
in-depth, text, 1.687236908765044e-05, 2.0, 2.0
pozzi, text, 2.530855272198096e-05, 3.0, 2.0
formidable, text, 1.687236908765044e-05, 2.0, 2.0
hyperplasia, text, 1.687236908765044e-05, 2.0, 2.0
blurrier, text, 1.687236908765044e-05, 2.0, 2.0
immense, text, 3.374473817530088e-05, 4.0, 4.0
intrinsically, text, 1.687236908765044e-05, 2.0, 2.0
simulating, text, 5.905329089728184e-05, 7.0, 5.0
prominence, text, 1.687236908765044e-05, 2.0, 2.0
highfidelity, text, 3.374473817530088e-05, 4.0, 4.0
runz, text, 2.530855272198096e-05, 3.0, 2.0
file, text, 0.00014341513451654464, 17.0, 4.0
process_proposed, bigrams, 1.6876925656106323e-05, 2.0, 2.0
received, text, 5.061710544396192e-05, 6.0, 6.0
microsatellite, text, 2.530855272198096e-05, 3.0, 2.0
scant, text, 4.21809236286208e-05, 5.0, 2.0
two_metrics, bigrams, 1.6876925656106323e-05, 2.0, 2.0
one_external, bigrams, 2.531538666517008e-05, 3.0, 2.0
images_diffusion, bigrams, 3.3753851312212646e-05, 4.0, 2.0
thakkar, text, 2.530855272198096e-05, 3.0, 2.0
cancerous_tissue, bigrams, 1.6876925656106323e-05, 2.0, 2.0
reasoning_abilities, bigrams, 1.6876925656106323e-05, 2.0, 2.0
surpasses, text, 0.00010967039997922257, 13.0, 7.0
adding, text, 0.0001265427708858624, 15.0, 10.0
learning_propose, bigrams, 1.6876925656106323e-05, 2.0, 2.0
lesion, text, 0.00026995790540240705, 32.0, 8.0
images_text, bigrams, 6.750770262442529e-05, 8.0, 6.0
fine-tuning_entire, bigrams, 1.6876925656106323e-05, 2.0, 2.0
each_generated, bigrams, 6.750770262442529e-05, 8.0, 3.0
artifacts_restoration, bigrams, 2.531538666517008e-05, 3.0, 2.0
forward_reverse, bigrams, 2.531538666517008e-05, 3.0, 3.0
address_specific, bigrams, 1.6876925656106323e-05, 2.0, 2.0
grouped, text, 5.905329089728184e-05, 7.0, 6.0
trained_millions, bigrams, 1.6876925656106323e-05, 2.0, 2.0
second-best_extended, bigrams, 1.6876925656106323e-05, 2.0, 2.0
likely, text, 0.0003037026326637715, 36.0, 15.0
georg_gerber, bigrams, 1.6876925656106323e-05, 2.0, 2.0
experimental_design, bigrams, 1.6876925656106323e-05, 2.0, 2.0
rich_visual, bigrams, 2.531538666517008e-05, 3.0, 3.0
were_combined, bigrams, 1.6876925656106323e-05, 2.0, 2.0
patch-level, text, 0.0003880644799210131, 46.0, 11.0
cfg, text, 5.061710544396192e-05, 6.0, 3.0
enhance_image, bigrams, 3.3753851312212646e-05, 4.0, 2.0
its_rigorous, bigrams, 2.531538666517008e-05, 3.0, 2.0
art, text, 6.748947635060176e-05, 8.0, 5.0
aggregate_information, bigrams, 2.531538666517008e-05, 3.0, 3.0
feature_embedding, bigrams, 1.6876925656106323e-05, 2.0, 2.0
magnification_levels, bigrams, 2.531538666517008e-05, 3.0, 2.0
torchvision, text, 1.687236908765044e-05, 2.0, 2.0
underlying_distributions, bigrams, 2.531538666517008e-05, 3.0, 2.0
asked, text, 5.905329089728184e-05, 7.0, 3.0
information_provided, bigrams, 1.6876925656106323e-05, 2.0, 2.0
architecture_designed, bigrams, 2.531538666517008e-05, 3.0, 3.0
microns_per, bigrams, 2.531538666517008e-05, 3.0, 2.0
fine-tuning_paradigm, bigrams, 1.6876925656106323e-05, 2.0, 2.0
